"artist","artist_id"
"The Back Home Choir Of The Greater Harvest Baptist Church Of New Jersey*",1028
"The Gil Evans Orchestra*",1029
"Billy Dee Williams Accompanied By The George Cory Ensemble",1030
"Memphis Willie B.",1031
"The Joe Newman Quintet*",1032
"Jack Elliott*",1033
"Domingo Alvarado",1034
"Delia Murphy",1035
"Zoltán Jeney (2)",1036
"Johann Klika",1037
"Wilma Lipp",1038
"Christa Ludwig",1039
"Murray Dickie",1040
"Walter Berry",1041
"Vienna Oratorio Choir",1042
"Bartók*",1043
"The Mal Waldron Trio*",1044
"Juan Amalbert's Latin Jazz Quintet*",1045
"The Al Casey Quartet",1046
"Babs Gonzales",1047
"Chorus Of Radio Stuttgart*",1048
"Gene Ammons And His All Stars*",1049
"Johnny Griffin Quintet*",1050
"Janacek*",1051
"Honegger*",1052
"De Falla*",1053
"Jean Madeira",1054
"Edouard van Remoortel*",1055
"Arbee Stidham",1056
"Don Ellis",1057
"The Red Garland Trio plus Ray Barretto",1058
"Little Brother Montgomery",1059
"Robert Pete Williams",1060
"Georg Friedrich Händel",1061
"Robert Woodcock",1062
"Johnny Hodges",1063
"John Coltrane Quartet*",1064
"Dodo Greene Accompanied By The Ike Quebec Quintet",1065
"The Gate City Singers",1066
"Pro Musica Chamber Group*",1067
"Leo Cermak",1068
"Tossi Aaron",1069
"Yaffa Yarkoni",1070
"The Savettes",1071
"The Jersey Gospel All Stars Of Trenton",1072
"N.J.*",1073
"Robert Banks",1074
"Buddy Lucas",1075
"Svyatoslav Richter*",1076
"Leningrad Philharmonic*",1077
"Eugene Mravinsky*",1078
"David Oistrakh*",1079
"Bolshoi Theater Orchestra*",1080
"Samuel Samosud",1081
"Richard Schulze",1082
"Andor Földes*",1083
"Orchestre Des Concerts Lamoureux",1084
"J. Martinon*",1085
"Südwestfunk Orchester Baden-Baden*",1086
"M. Gielen*",1087
"Pro Musica String Orchestra",1088
"Henry "Red" Allen",1089
"Peter Frankl",1090
"Max Roach His Chorus And Orchestra",1091
"The Telemann Society*",1092
"Theodora Schulze",1093
"Dorothy Walters",1094
"Shostakovich*",1095
"The Unpredictable Jimmy Smith*",1096
"The Hungarian String Quartet*",1097
"Jack Teagarden",1098
"Don Wilkerson",1099
"McCoy Tyner Trio",1100
"Roy Haynes And Henry Grimes",1101
"Jessie Powell*",1102
"Dave Pike",1103
"George Feyer And His Orchestra",1104
"Wind Instrument Group Of The Vienna Symphony Orchestra*",1105
"Ramor Quartet",1106
"Kohon Quartet*",1107
"Maria Theresa Escribano*",1108
"Quincy Jones And His Orchestra",1109
"Eddie "Blues Man" Kirkland*",1110
"Honi Gordon",1111
"Anita O'Day",1112
"The Gary McFarland Orchestra",1113
"Billy Strayhorn",1114
"Eric Dolphy And Booker Ervin",1115
"Dodo Greene",1116
"Ernestine Allen*",1117
"The Coleman Hawkins Quartet*",1118
"Jean Redpath",1119
"Sheila Jordan",1120
"Biber*",1121
"Don Cherry",1122
"Benny Carter And His Orchestra",1123
"Susanne Lautenbacher",1124
"Günter Kehr",1125
"Andres Hernandez Y Su Sexteto Caribe",1126
"Manny Albam And His Orchestra",1127
"Big Joe Williams",1128
"Thornel Schwartz",1129
"Bill Leslie",1130
"Loewenguth String Quartet*",1131
"Antonín Dvořák",1132
"The Berkshire Quartet*",1133
"György Sándor",1134
"Murray Grodner",1135
"Bartók* – Gyorgy Sandor*",1136
"György Sándor • Südwestfunkorchester",1137
"Baden-Baden* • R. Reinhardt*",1138
"Cannonball Adderley | Miles Davis",1139
"Hindemith*",1140
"Westphalia Symphony Orchestra*",1141
"Hubert Reichert",1142
"Guenter Breitenbach*",1143
"Herbert Haefner*",1144
"Ben Webster",1145
"Barney Bigard",1146
"Oliver Nelson Orchestra*",1147
"Roy Haynes Quartet",1148
"Baby Face Willette*",1149
"René Leibowitz",1150
"Chorus And Orchestra Of The New Symphony Society Of Paris",1151
"Monty Budwig",1152
"William Byrd",1153
"La Société De La Chorale Bach de Montréal*",1154
"George Little",1155
"Booker Little",1156
"The John Coltrane Quartette*",1157
"John Wright (6)",1158
"Leonard Gaskin Dixielanders",1159
"Montreal Bach Choir",1160
"The Afro-Drum Ensemble",1161
"Zubin Mehta",1162
"Ahmed Abdul-Malik",1163
"Roland Alexander",1164
"Marcus Belgrave",1165
"Alberta Hunter",1166
"Lucille Hegamin",1167
"Victoria Spivey",1168
"Isla Cameron",1169
"Jost Michaels",1170
"Endres Quartett*",1171
"Rena Kyriakou",1172
"Peggy Seeger",1173
"Béla Bartók",1174
"Ilona Steingruber",1175
"Otto Wiener",1176
"Herbert Häfner",1177
"The Capitol City Stars (2)",1178
"Fred Jackson",1179
"Jesse Powell (2)",1180
"Jack McDuff* And Gene Ammons",1181
"Patricia Neway",1182
"Leopold Simoneau",1183
"Robert Massard",1184
"Pierre Mollet",1185
"The Paris Conservatory Orchestra* Conducted By Carlo Maria Giulini",1186
"Ravel*",1187
"Jackie Paris",1188
"Freddie Roach",1189
"Sam "The Man" Taylor*",1190
"Cootie Williams",1191
"U. Utah Phillips*",1192
"Monteverdi*",1193
"Petit Ensemble Vocal*",1194
"Little*",1195
"Count Basie And The Kansas City 7*",1196
"The Rhoda Scott Trio",1197
"Hans Schmidt-Isserstedt",1198
"Symphony Orchestra Of The North German Radio Network",1199
"Hamburg*",1200
"The Jimmy Neeley Trio*",1201
"Hummel*",1202
"Boieldieu*",1203
"Martin Galling",1204
"Robert Wagner (4)",1205
"Symphonieorchester Der Stadt Innsbruck*",1206
"Burgess Meredith",1207
"Andrea Gabrieli",1208
"Giovanni Gabrieli",1209
"Paris Instrumental Ensemble*",1210
"Florian Hollard",1211
"Robert Curtis Smith*",1212
"The Gardners",1213
"The True Endeavor Jug Band",1214
"Sonny Stitt And Paul Gonsalves",1215
"Fernando Sirvent",1216
"Chief Red Thundercloud",1217
"Dufay*",1218
"Le Petit Ensemble Vocal de Montreal*",1219
"Consort Of Viols*",1220
"Otto Joachim",1221
"The Telemann Society",1222
"Klemperer*",1223
"Pro Musica Chamber Orchestra*",1224
"Michael Brown (6)",1225
"The Gary McFarland Sextet",1226
"Westfaelisches Sinfonie-Orchester* Conductor Hubert Reichert",1227
"Loewenguth Quartet*",1228
"Mannheimer Trio",1229
"George Braith",1230
"Orchestre De La Société Des Concerts Du Conservatoire",1231
"The Rasberry Singers*",1232
"John Coltrane And Johnny Hartman",1233
"Bizet*",1234
"Dave Van Ronk",1235
"Bruno Hoffmann",1236
"Kalomiri*",1237
"Ben-Haim*",1238
"Mimaroglu*",1239
"Hossein*",1240
"Fuleihan*",1241
"Rigai*",1242
"Amiram Rigai",1243
"Vlado Perlemuter",1244
"Concerts Colonne Orchestra*",1245
"Smoky Babe",1246
"Brooks Berry",1247
"Scrapper Blackwell",1248
"W. A. Mozart*",1249
"Johnny Coles",1250
"Freda Payne",1251
"Baby Tate",1252
"Brother Jack McDuff",1253
"The Red Onion Jazz Band",1254
"Liederkranz Böblingen",1255
"Stuttgarter Philharmoniker",1256
"Roland Bader",1257
"Alec Seward",1258
"Booker Ervin",1259
"Al Grey",1260
"Ben Webster And Joe Zawinul",1261
"Milt Hinton",1262
"Gildo Mahones",1263
"Pony Poindexter",1264
"The Kohon String Quartet Of New York University*",1265
"Harold Kohon",1266
"Raymond Kunicki",1267
"Bernard Zaslav",1268
"Robert Sylvester",1269
"Aaron Shapinsky",1270
"Quincy Jones",1271
"Ted Curson",1272
"John Patton",1273
"Coleman Hawkins Quartet",1274
"Mieczyslaw Horszowski",1275
"Ramsey Lewis Trio*",1276
"Geoff Muldaur",1277
"Handel* –  Telemann Society* Conductor Richard Schulze",1278
"Gustav Mahler",1279
"The Clefs Of Calvary",1280
"Gyorgy Sandor*",1281
"Jimmy Witherspoon",1282
"Benny Golson Quartet",1283
"Budd Johnson",1284
"David Glazer",1285
"Johann*",1286
"Josef Strauss*",1287
"Ahmad Jamal",1288
"Art Blakey Quartet",1289
"Rimsky-Korsakov*",1290
"Beethoven* ",1291
" Walter Klien",1292
"Pink Anderson",1293
"Beverly Jenkins",1294
"César Franck",1295
"Orchestra Of The Vienna Volksoper*",1296
"The Symphony Orchestra Of The Southwest German Radio",1297
"Vienna Chamber Orchestra*",1298
"Barchet Quartet*",1299
"Société de la Chorale Bach de Montreal*",1300
"Consort of Viols*",1301
"Karl Stamitz*",1302
"Heinz Wigand",1303
"J.S. Bach*",1304
"Wade Walton",1305
"The Engelkinder*",1306
"The New Amazing Chico Hamilton Quintet*",1307
"Charles River Valley Boys",1308
"Luebeck German Sailors Chorus",1309
"Pete Seeger",1310
"Ramblin' Jack Elliott",1311
"Mike Seeger",1312
"Bill Keith",1313
"Jim Rooney",1314
"The Paul Weeden Trio",1315
"Lucky Thompson",1316
"Solomon Ilori And His Afro-Drum Ensemble*",1317
"Schumann* ",1318
" Walter Bohle",1319
"The Barchet Quartet*",1320
"Duke Ellington Meets Coleman Hawkins",1321
"Mingus*",1322
"Duke Ellington",1323
"Paul Gonsalves",1324
"Albert Greiner Chorus",1325
"Joseph Lautenbacher",1326
"Lieselotte Rebmann*",1327
"Reinhold Bartel",1328
"August Messthaler",1329
"Stuttgart Philharmonic*",1330
"Sueddeutsche Chorvereinigung",1331
"Josef Bloser",1332
"Melvin Berman",1333
"Kelsey Jones (2)",1334
"Harold Vick",1335
"George Mgrdician*",1336
"Ravi Shankar and Ali Akbar-Kahn*",1337
"Eddie Chamblee",1338
"Dayton Selby",1339
"Anthony Williams",1340
"Charlotte Zelka",1341
"Baden Baden*",1342
"Harold Byrns",1343
"Aaron Rosand",1344
"Pablo de Sarasate",1345
"Don Patterson",1346
"Gloria Coleman Quartet",1347
"Pola Roberts",1348
"Wayne Shorter",1349
"Luigi Boccherini",1350
"Orchestre De L'Angelicum De Milan*",1351
"Umberto Cattini",1352
"Andrew Hill",1353
"Terry Gibbs Quartet",1354
"The Brother Jack McDuff Quartet",1355
"Philharmonic Symphony Of London",1356
"The New Stan Getz Quartet",1357
"Junior Mance",1358
"Evelyne Crochet",1359
"Wynton Kelly Trio",1360
"Dylan Thomas",1361
"João Gilberto",1362
"Antonio Carlos Jobim",1363
"Johnny Hartman",1364
"Charles E. Ives*",1365
"The Kohon Quartet Of New York University*",1366
"Lully*",1367
"Rameau*",1368
"Mainzer Kammerorchester",1369
"Ravi Shankar And Ali Akbar-Kahn*",1370
"Earl Hines",1371
"Tom Rush",1372
"Lorez Alexandria",1373
"The Morris Nanton Trio",1374
"'Big' John Patton*",1375
"Lionel Hampton",1376
"Ron Eliran",1377
"Wiener Symphoniker ",1378
"Dir. Otto Klemperer",1379
"Joya Sherrill",1380
"Ronnie Mathews",1381
"Shirley Scott And Stanley Turrentine",1382
"Victoria*",1383
"Grachan Moncur III",1384
"Lalo Schifrin",1385
"Yusef Lateef Quintet*",1386
"Elvin Jones/Jimmy Garrison Sextet",1387
"N.W.D.R-Orchester",1388
"Leopold Ludwig",1389
"Chico Hamilton",1390
"Soloists Akademie Kammerchor*",1391
"Elisabeth Thomann",1392
"Werner Krenn",1393
"Germaine De Brandt",1394
"Karl Neugebauer",1395
"Benji Aronoff",1396
"Shirley Griffith",1397
"The Talismen (6)",1398
"Eva Holderlin*",1399
"Stuttgart* Conductor Rolf Reinhardt",1400
"Gary McFarland",1401
"The Blue Mitchell Quintet",1402
"Wes Montgomery",1403
"Kenny Burrell And Grady Tate",1404
"Archie Shepp",1405
"Hoffmann*",1406
"Astrud Gilberto",1407
"Eileen Flissler",1408
"Pat Bowie",1409
"Michel Corrette",1410
"Ali Akbar Khan",1411
"Schönberg*",1412
"The Ramor Quartet*",1413
"E. Lörincz*",1414
"Zs. Deaky*",1415
"Maria Theresia Escribano*",1416
"Walter Triebskorn",1417
"Alfred Sous",1418
"Sebastian Huber",1419
"Europa Quartet*",1420
"Hungarian Quintet*",1421
"The Latin Jazz Quintet*",1422
"Frederick Roach*",1423
"Walter Hautzig",1424
"Bill Henderson (3)",1425
"Richard "Groove" Holmes",1426
"The Russian Jazz Quartet",1427
"Blue Mitchell",1428
"Charles McPherson",1429
"Carmell Jones And Barry Harris (2)",1430
"Stan Getz – Joao Gilberto*",1431
"Hermann Prey",1432
"Leipzig Gewandhaus Orchestra*",1433
"Leipzig Thomanerchor*",1434
"Kurt Thomas",1435
"Eddie Bonnemere",1436
"Morris Nanton",1437
"Big John Patton*",1438
"George Frederik Handel*",1439
"Antonio Vivaldi –  Mainzer Kammerorchester",1440
"Paris Instrumental Ensemble",1441
"Paul Olefsky (Cello)*",1442
"Walter Hautzig (Piano)*",1443
"Chuck Wayne",1444
"Freddie McCoy",1445
"Faure*",1446
"Sylvia Syms",1447
"Willie Bobo",1448
"The Roland Kirk Quartet",1449
"The New York Art Quartet*",1450
"Pete La Roca",1451
"Wild Bill Davis",1452
"Lawrence Brown's All-Stars",1453
"Curtis Fuller And Hampton Hawes",1454
"Andy And The Bey Sisters",1455
"Johnny Lytle",1456
"Irene Reid",1457
"A. K. Salim*",1458
"Eric Kloss",1459
"Sonny Stitt And Booker Ervin",1460
"The Wynton Kelly Trio*",1461
"Lambert",1462
"Hendricks",1463
"Ross",1464
"The Horace Silver Quintet Plus J.J. Johnson",1465
"Al Hall",1466
"Osie Johnson",1467
"The Lucky Thompson Quartet",1468
"Bill Evans Trio*",1469
"The Holy Modal Rounders",1470
"Yank Lawson",1471
"Elena Polonska",1472
"Guy Durand",1473
"Roger Cotte",1474
"Sam Rivers",1475
"György Sandor*",1476
"Alfred Brendel Plays Beethoven* ; Schubert*",1477
"The Seventh Cinders",1478
"Larry*",1479
"Hank*",1480
"Casey Hart",1481
"Cleveland Graves",1482
"Walter Wanderley Trio",1483
"Jimmy Smith  Arranged And Conducted By Oliver Nelson",1484
"Brooks Arthur Ensemble*",1485
"Orchestra Conducted By Oliver Nelson",1486
"All The Duke's Men",1487
"Co.",1488
"The Modern Jazz Giants",1489
"Erich Penzel • Dieter Vorholz • David Soyer • Frank Glazer",1490
"Günter Ludwig",1491
"Stan Hunter",1492
"Sonny Fortune",1493
"Leonard Feather Presents The Sound Of Feeling And The Sound Of  Oliver Nelson",1494
"Kenyon Hopkins",1495
"“Groove” Holmes*",1496
"Gabor Szabo",1497
"Eddie Palmieri",1498
"Cecil Taylor",1499
"Dittersdorf*",1500
"Georg Hörtnagel",1501
"Günter Lemmen*",1502
"Württemberg Chamber Orchestra",1503
"Heilbronn*",1504
"Jörg Faerber",1505
"Earl "Fatha" Hines*",1506
"Chico O'Farrill",1507
"Groove Holmes*",1508
"The Chet Baker Quintet",1509
"Don Friedman",1510
"Walter Wanderley",1511
"Carl Nielsen",1512
"The Royal Danish Orchestra*",1513
"Igor Markevitch",1514
"Arthur Prysock",1515
"Bálint Vázsonyi",1516
"The Pee Wee Russell Quartet*",1517
"Marshall Brown",1518
"Pucho",1519
"The Latin Soul Brothers*",1520
""Groove" Holmes*",1521
"Byrdie Green",1522
"Hungarian Quartet*",1523
"Dekány Quartet*",1524
"Billy Hawks",1525
"Vivaldi* • Mozart*",1526
"M. Galling*",1527
"S. Lautenbacher*",1528
"The Stuttgart Philharmonic Orchestra*",1529
"Alexander Paulmüller",1530
"Ornette Coleman",1531
"Jackie And Roy*",1532
"Sextet*",1533
"Buddy Terry",1534
"Bola Sete",1535
"John Lee Hooker",1536
"Trudy Pitts",1537
"Henry Townsend",1538
"Gabor Szabo And The California Dreamers",1539
"Bob Crosby And The Bob Cats",1540
"Eddie Gomez",1541
"Marion Brown",1542
"Sonny Stitt And Billy James",1543
"Eddie Daniels",1544
"Tamba 4",1545
"Pharoah Sanders",1546
"Jack Wilson",1547
"The Free Spirits",1548
"Pat Martino",1549
"His Latin Soul Brothers",1550
"Tom Scott",1551
"The California Dreamers",1552
"Willis Jackson And Brother Jack McDuff",1553
"Coros De Radio Stuttgart*",1554
"Orquesta Pro Musica De Stuttgart*",1555
"Coros Y Orquesta Pro Musica De Stuttgart*",1556
"Duke Edwards",1557
"The Young Ones (3)",1558
"Wild Bill Jennings*",1559
"Hans-Jürgen Möhring",1560
"The New Elvin Jones Trio",1561
""Lockjaw" Davis*",1562
"Richard Barbary",1563
"Eden's Children",1564
"Duke Pearson's Big Band",1565
"Artie Butler",1566
"Joe Jones*",1567
"Eddie Gale",1568
"Frankie Laine",1569
"Tamiko Jones",1570
"Salvation (7)",1571
"Tyrone Washington",1572
"Kenny Cox And The Contemporary Jazz Quintet (2)",1573
"Trudy Pitts And Mr. C. (6)",1574
"K.*",1575
"Jean Patéro*",1576
"Helga Storck",1577
"Helmuth Rilling",1578
"Bruno Hoffman*",1579
"Wally Richardson",1580
"Soul Flutes",1581
"Lyn Roman",1582
"Paul Desmond",1583
"Jimmy Smith And Wes Montgomery",1584
"Tiny Grimes And Ray Bryant",1585
"J*",1586
"K*",1587
"Plastic Penny",1588
"Coleman Hawkins And Mary Lou Williams",1589
"Walter Wanderley Set",1590
"Lonnie Smith",1591
"Charles Kynard",1592
"Randy Brecker",1593
"The Isley Brothers",1594
"Billy Butler (3)",1595
"Otis Spann",1596
"Leon Thomas",1597
"Rusty Bryant",1598
"Horace Tapscott Quintet",1599
"Charlie Earland*",1600
"John Martine",1601
"Fats Theus*",1602
"Dave Frishberg",1603
"Kathy McCord",1604
"Joe Farrell Quartet",1605
"Flow (17)",1606
"Nite People",1607
"The Cyrkle",1608
"Jimmy Rushing",1609
"Kenny Clarke Meets The Detroit Jazzmen",1610
"Euclid",1611
"Sonny Phillips",1612
"Boogaloo Joe Jones*",1613
"Herman "Hack" Bartholomew",1614
"Melvin Sparks",1615
"Vocals*",1616
"Dick Jurgens",1617
"Gato*",1618
"Dirty John's Hot Dog Stand",1619
"Kenny Paulson",1620
"Funk Inc.",1621
"Paderewski*",1622
"Arensky*",1623
"Leon Spencer*",1624
"Harold Land",1625
"Ammons*",1626
"Stitt*",1627
"Bobbi Humphrey",1628
"Bernard Purdie",1629
"Gilberto*",1630
"Turrentine*",1631
"Idris Muhammad",1632
"Leon Spencer Jr.*",1633
"Johnny Hammond",1634
"Richard Groove Holmes*",1635
"Mongo Santamaria",1636
"The B. C.",1637
"M. Choir",1638
"Mainz Chamber Orchestra* Conductor Günter Kehr",1639
"Jayson Lindh*",1640
"Gary Chandler (2)",1641
"Ceasar Frazier*",1642
"B. C.",1643
"M. Choir*",1644
"Ronnie Foster",1645
"Roy Ayers Ubiquity",1646
"Sextet",1647
"Bill Mason",1648
"Bayeté (Todd Cochran)*",1649
"Airto*",1650
"The Nineteenth Whole",1651
"Esther Marrow",1652
"Vincent Price (2)",1653
"Marmarosa*",1654
"Roussel*",1655
"The Loewenguth Quartet*",1656
"Funk",1657
"Inc.*",1658
"Don Sebesky",1659
"J.J. Johnson's Jazz Quintets*",1660
"Pharoah Sanders ",1661
"Vocalist  Sedatrius Brown",1662
"Ivan "'Boogaloo Joe" Jones*",1663
"Masabumi Kikuchi",1664
"Albert Ayler",1665
"Maynard Parker",1666
"Kohon Quartet of New York University*",1667
"Bob James",1668
"Kohon Quartet Of New York University*",1669
"Jackie Cain",1670
"Roy Kral*",1671
"The Red Norvo Trio",1672
"Phil Upchurch",1673
"Tennyson Stephens",1674
"Gil Evans And Tadd Dameron",1675
"Esther Phillips W/ Beck*",1676
" Chet Baker",1677
"Gabriel Faure*",1678
"George 'Bad' Benson*",1679
"Lalo*",1680
"Saint-Saëns*",1681
"Südwestfunkorchester",1682
"Tibor Szöke",1683
"Elmo Hope Quintet",1684
"Jackie McLean Sextet",1685
"Jimmy Heath",1686
"Philly Joe Jones*",1687
"Allan Holdsworth",1688
"Beck*",1689
"Richard Twardzik*",1690
"Russ Freeman",1691
"Wilbur Hardin*",1692
"Big Joe Turner",1693
"Paul Quinichette And Mal Waldron",1694
"David Matthews' Big Band*",1695
"George Shearing Quintet*",1696
"Red Norvo Trio*",1697
"Steel Tips",1698
"Airto* Special Guest Flora Purim",1699
"George Shearing",1700
"The Ravens (2)",1701
"Bill Hardman",1702
"David Schnitter",1703
"Richie Cole",1704
"The Be Bop Boys*",1705
"Ruby Braff And Red Richards",1706
"Jimmy Ponder",1707
"Rufus Reid",1708
"Lawrence Killian",1709
"George Devens",1710
"The Johnny Otis Show",1711
"Charles Tolliver",1712
"Grachan Moncur*",1713
"Roscoe Mitchell",1714
"Bob Cranshaw",1715
"Otis 'Candy' Finch*",1716
"Mannheim Trio*",1717
"Rhond Durand",1718
"Quartet*",1719
"Bernie Privin Orchestra*",1720
"Teddy Reig All-Stars",1721
"Ricky Ford",1722
"Jon Faddis",1723
"Mack Goldsbury",1724
"Westfälisches Sinfonieorchester",1725
"Pro Musica Orchester",1726
"Wien*",1727
"Grover Washington Jr.*",1728
"Little Esther*",1729
"Albinia Jones",1730
"Miss Rhapsody",1731
"Linda Hopkins",1732
"Waymon Reed",1733
"Charlie Shoemake",1734
"Art Blakey = アート・ブレイキー*",1735
"Kenny Burrell = ケニー・バレル*",1736
"The David Liebman Quintet",1737
"Mickey Tucker",1738
"Leo Smith*",1739
"Sam Price And The Rock Band",1740
"James Blood*",1741
"Frank Foster And Frank Wess",1742
"Dan Axelrod",1743
"The Barry Kiener Trio",1744
"Tom Warrington",1745
"Dan D'Imperio",1746
"Junior Cook",1747
"Frank Rosolino",1748
"Claire Bloom",1749
"Peter Ilyitch Tchaikovsky*",1750
"L'Orchestre De La Suisse Romande",1751
"Winni Brown*",1752
"The Bebop Boys",1753
"Dodo Marmarosa",1754
"Kenny Clarke Quintet",1755
"Tammy Grimes",1756
"Eddie Jefferson",1757
"Dee Williams*",1758
"James Von Streeter",1759
"Edmond Hall",1760
"Ben Pollack",1761
"Ray Drummond",1762
"Dannie Richmond Quintet",1763
"Eric Schneider (3)",1764
"John McNeil Quintet",1765
"Albert Dailey",1766
"Ray Barretto",1767
"Phil Woods/Gene Quill Quintet",1768
"Jimmy McGriff",1769
"Turk Mauro",1770
"Georgie Auld",1771
"The Mel Lewis Quintet*",1772
"Charlie Shoemake Sextet",1773
"Roland Hanna",1774
"Continuum (5)",1775
"Walter Page",1776
"Meredith d'Ambrosio",1777
"Haywood Henry",1778
"Joe Newman And Hank Jones",1779
"George Wallington And His Band",1780
"Jack Wilkins",1781
"Sphere (16)",1782
"Dameronia",1783
"Robert Watson*",1784
"Curtis Lundy",1785
"Timeless All Stars",1786
"Roger Kellaway",1787
"The Port Of Harlem Jazzmen*",1788
"The Greg Packham Group",1789
"Eek-A-Mouse",1790
"Les McCann",1791
"Claudio Roditi W/ Kenia",1792
"Don Sickler",1793
"The Heath Brothers",1794
"Billy Wright",1795
"Saheb Sarbib Sextet",1796
"William Fielder",1797
"Claudio Roditi",1798
"Don Joseph",1799
"Mark Murphy",1800
"Peter Leitch",1801
"Kenny Barron",1802
"Toshiko Akiyoshi Trio",1803
"Hod O'Brien Quintet",1804
"Tom Harrell And Pepper Adams",1805
"Bill Russo",1806
"Woody Shaw",1807
"Sathima Bea Benjamin",1808
"Billy Higgins",1809
"Kenia",1810
"Bruce Forman",1811
"Carmen Lundy",1812
"Kenny Garrett Quintet",1813
"Jimmy Smith Trio + LD*",1814
"Out Of The Blue (3)",1815
"Randy Sandke",1816
"Mike Wofford",1817
"Interweave (2)",1818
"The Greg Marvin Quartet",1819
"Chris Hunter",1820
"The Buddy DeFranco Quartet*",1821
"Quintet*",1822
"Warne Marsh Quartet",1823
"Lonnie Liston Smith",1824
"Jimmy Raney Trio",1825
"Tommy Flanagan And George Mraz",1826
"Ted Brown Quintet",1827
"Michael Weiss Quintet",1828
"Jimmy Knepper Quintet",1829
"Tom Harrell Quintet",1830
"Kenny Garrett And Kenny Barron",1831
"Michael Moore (2)",1832
"Maria Muldaur",1833
"Jimmy Knepper",1834
"Valery Ponomarev",1835
"Ralph Moore (2)",1836
"Clifford Jordan Quartet",1837
"Kirk Lightsey Quintet",1838
"Spike Robinson",1839
"Al Cohn Quintet",1840
"Ralph Moore Quartet",1841
"Buddy Montgomery",1842
"The Dave Brubeck Quartet",1843
"Wallace Roney",1844
"Carl Fontana",1845
"The Hall Overton Quartet And George Wallington Quintet",1846
"Ray Anderson",1847
"Brian Lynch Sextet",1848
"Franco Ambrosetti",1849
"Michael Musillami",1850
"Nick Brignola",1851
"Rob Schneiderman",1852
"Ron Carter Presents Eric Gale",1853
"Superblue (2)",1854
"Jed Levy",1855
"Peter Madsen",1856
"Billy Hart",1857
"Kenny Barron Trio",1858
"Buster Williams And Ben Riley",1859
"Cindy Blackman",1860
"Ron Carter Presents Dado Moroni",1861
"Joshua Breakstone",1862
"Tommy Flanagan And Jimmy Knepper",1863
"Ned Otter",1864
"Mel Lewis Jazz Orchestra*",1865
"Jim Snidero Quintet",1866
"Brian Lynch",1867
"Peter Washington",1868
"Jeff "Tain" Watts",1869
"Benny Green Quintet",1870
"Mel Lewis*",1871
"Stanley Cowell",1872
"Beaver Harris",1873
"John Eaton*",1874
"Judy Carmichael",1875
"The John Marshall-Tardo Hammer Bopera House",1876
"Roger Eckstine",1877
"Sal Salvador",1878
"Michael Carvin",1879
"Charlie Haden",1880
"The Thad Jones Mel Lewis Quartet",1881
"The Clark Terry Spacemen",1882
"Ekaya",1883
"Malachi Thompson",1884
"Gil Mellé",1885
"Rhythmstick",1886
"Benny Green Trio*",1887
"Lewis Nash",1888
"Peter Leitch Quintet",1889
"Bobby Watson (2)",1890
"The Winter Consort",1891
"Teddy Charles Quartet",1892
"Helen Merrill + Ron Carter",1893
"Mel Lewis",1894
"James Spaulding",1895
"Kenny Washington",1896
"Mulgrew Miller",1897
"Ralph Sutton (2)",1898
"Jay McShann",1899
"Ralph Moore Quintet",1900
"Johnny Costa*",1901
"Gene Ramey",1902
"George Mraz and Kenny Washington",1903
"The Kenny Drew Trio",1904
"Benny Waters",1905
"Music By Carly Simon",1906
"Herb Alpert",1907
"Hugh Masekela",1908
"Steve Nelson",1909
"Tony Reedus",1910
"Brian Lynch Quintet",1911
"Greg Marvin",1912
"The Billy Strayhorn Project",1913
"The Michael Hashim Quartet*",1914
"The Adderleys",1915
"Harry Leahey",1916
"The Ron Carter Nonet",1917
"Elmer Snowden",1918
"Ray Drummond Quintet Feat. Steve Nelson",1919
"Charles Lloyd",1920
"Michel Sardaby",1921
"Hod O'Brien",1922
"Rufus Reid And Billy Higgins",1923
"George Lewis (2)",1924
"Mike LeDonne Quintet",1925
"Mike LeDonne Trio",1926
"Donald Byrd Sextet",1927
"Johnny Coates, Jr.*",1928
"Donald Brown",1929
"Kenny Barron Quartet",1930
"TrioConcertant",1931
"Hilton Ruiz",1932
"The Frank Wess Septet",1933
"Joshua Breakstone Trio",1934
"Red Mitchell",1935
"Kenny Barron And Ben Riley",1936
"Kenny Barron Quintet",1937
"Bill Doggett",1938
"James Clay",1939
"John Bunch",1940
"Billy Drummond Quintet",1941
"Dick Berk",1942
"Goodfellas (18)",1943
"Rex Stewart And Wingy Manone",1944
"Ted Rosenthal",1945
"Boyd Raeburn",1946
"Orch.*",1947
"Nat Simkins*",1948
"Jack Walrath And The Masters Of Suspense*",1949
"Anthony Cox",1950
"Ronnie Burrage",1951
"T.S. Monk*",1952
"Bob Wilber",1953
"Kenny Davern",1954
"Jay Hoggard",1955
"Joshua Breakstone Quartet*",1956
"Bill Barron",1957
"Philip Harper",1958
"Jordan Sandke",1959
"The Houdini's",1960
"Dick Katz",1961
"Ben Riley",1962
"Antoine Roney",1963
"Michael Logan (2)",1964
"Cecil Brooks III",1965
"Jay Collins",1966
"Joe Locke",1967
"Warren Vaché",1968
"The Trio (16)",1969
"Ann Malcolm",1970
"Gary Bartz",1971
"7th Ave. Stompers",1972
"John Dennis (2)",1973
"David Leonhardt Trio*",1974
"The Junior Mance Trio*",1975
"Jeff Palmer",1976
"Buck Hill",1977
"Jimmy Gourley",1978
"Michael Brecker",1979
